Sales and Distribution,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Culture Identification Test,Canada - Ontario,90
Sales and Distribution,APTIMA HCV Qualitative Kit,APTIMA Auto Detect Reagents,Vanuatu,91
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM TUBERCULOSIS Complex Culture Identification Test,Georgia,92
Sales and Distribution,Aptima,APTIMA GC Assay,Serbia,93
Sales and Distribution,LEADER Systems,LEADER 50i,United States,94
Sales and Distribution,Fungal Culture Identification,AccuProbe Culture Identification Reagent Kit,Estonia - Siemens Medical Solutions,95
Sales and Distribution,Fungal Culture Identification,Gen-Probe Detection Reagent Kit,Uzbekistan,96
Sales and Distribution,Fungal Culture Identification,AccuProbe HISTOPLASMA CAPSULATUM Culture Identification Test,China,97
Sales and Distribution,Bacterial Culture Identification,AccuProbe LISTERIA MONOCYTOGENES Culture Identification Test,Hong Kong,98
Sales and Distribution,Bacterial Culture Identification,AccuProbe HAEMOPHILUS INFLUENZAE Culture Identification Test,Slovenia,99
Sales and Distribution,LIFECODES,DSA Donor Specific Antibody,Bulgaria,100
Sales and Distribution,LEADER Systems,LEADER 450i,Cambodia,101
Sales and Distribution,Pace,Pace 2 CT,San Marino,102
Sales and Distribution,TIGRIS,TIGRIS DTS System,Hong Kong,103
Sales and Distribution,APTIMA HCV Qualitative Kit,APTIMA HIV-1 and HCV Auto Detect Reagents,Estonia - Direct Sales,104
Sales and Distribution,Aptima,APTIMA Urine Specimen Collection Kit for Male and Female Urine Specimens,Brazil,105
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Culture Identification Test,Greece,106
Sales and Distribution,Pace,Pace 2 CT,Turkey - Mikromed,107
Sales and Distribution,Fungal Culture Identification,Gen-Probe Detection Reagent Kit,Czech Republic,108
Sales and Distribution,Bacterial Culture Identification,AccuProbe HAEMOPHILUS INFLUENZAE Culture Identification Test,Chile,109
Sales and Distribution,LIFECODES,Cytokine SNP Typing,Korea - South,110
Sales and Distribution,Mycobacterial Culture Identification,Gen-Probe Detection Reagent Kit,Denmark,111
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM INTRACELLULARE Culture Identification Test,Slovenia,112
Sales and Distribution,AMPLIFIED MTD,AMPLIFIED MTD (Mycobacterium Tuberculosis Direct) Test,Italy,113
Customer Service,LIFECODES,LSA-MIC,US & ROW,114
Sales and Distribution,Streptococcus - Group B,AccuProbe Culture Identification Reagent Kit,Taiwan,115
Sales and Distribution,Bacterial Culture Identification,AccuProbe STAPHYLOCOCCUS AUREUS Culture Identification Test,Luxembourg,116
Sales and Distribution,LIFECODES,LSA-MIC,Malaysia,117
Technical Support,Nucleon Blood & Cell Culture,BACC 1 / BACC 2 / BACC 3,Gen-Probe Life Sciences Ltd.  UK,118
Sales and Distribution,Elucigene,Elucigene Ashkenazi Screening,Austria,119
Sales and Distribution,Aptima,APTIMA Vaginal Swab Specimen Collection Kit,Venezuela,120
Sales and Distribution,APTIMA HCV Qualitative Kit,APTIMA HCV Proficiency Panel,Taiwan,121
Sales and Distribution,APTIMA HCV Qualitative Kit,APTIMA HCV RNA Qualitative Assay,Tonga,122
Sales and Distribution,LIFECODES,Screen & Identification,Italy,123
Sales and Distribution,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,Kenya,124
Sales and Distribution,Aptima,APTIMA Vaginal Swab Specimen Collection Kit,Lithuania,125
Sales and Distribution,Fungal Culture Identification,AccuProbe COCCIDIOIDES IMMITIS Culture Identification Test,Swaziland,126
Sales and Distribution,Aptima,APTIMA CT Assay,Serbia,127
Sales and Distribution,Streptococcus - GASDirect,Gen-Probe Detection Reagent Kit,Panama,128
Sales and Distribution,Bacterial Culture Identification,AccuProbe NEISSERIA GONORRHOEAE Culture Identification Test,Mexico,129
Sales and Distribution,Mycobacterial Culture Identification,Gen-Probe Detection Reagent Kit,Kiribati,130
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM TUBERCULOSIS Complex Culture Identification Test,Cambodia,131
Sales and Distribution,LIFECODES,Screen & Identification,Iraq,132
Sales and Distribution,Bacterial Culture Identification,AccuProbe Culture Identification Reagent Kit,Tajikistan,133
Sales and Distribution,Streptococcus - Group B,AccuProbe Culture Identification Reagent Kit,Liechtenstein,134
Sales and Distribution,Bacterial Culture Identification,AccuProbe STREPTOCOCCUS PNEUMONIAE Culture Identification Test,Tunisia,135
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM TUBERCULOSIS Complex Culture Identification Test,Estonia - Siemens Medical Solutions,136
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Culture Identification Test,Tonga,137
Sales and Distribution,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,Bosnia & Herzegovina,138
Sales and Distribution,LIFECODES,LSA Single Antigen,Kuwait,139
Technical Support,Culture Identification - Fungal,AccuProbe Culture Identification Reagent Kit,Gen-Probe Incorporated,140
Sales and Distribution,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 Proficiency Panel,Tuvalu,141
Sales and Distribution,Prodesse,Prodesse ProAdeno+,Luxembourg,142
Sales and Distribution,Streptococcus - GASDirect,GASDirect Test,Taiwan,143
Sales and Distribution,LIFECODES,RBC Genotyping,Peru,144
Sales and Distribution,LEADER Systems,LEADER 450i,Chile,145
Sales and Distribution,Aptima,APTIMA GC Assay,United Arab Emirates,146
Sales and Distribution,Fungal Culture Identification,AccuProbe BLASTOMYCES DERMATITIDIS Culture Identification Test,Costa Rica,147
Sales and Distribution,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,United States,148
Sales and Distribution,Pace,Pace 2 GC,Thailand,149
Sales and Distribution,Streptococcus - Group B,Gen-Probe Detection Reagent Kit,Honduras,150
Sales and Distribution,TIGRIS,TIGRIS DTS System,Ukraine,151
Sales and Distribution,Pace,Pace 2 GC,Iceland,152
Sales and Distribution,APTIMA HCV Qualitative Kit,APTIMA HCV Proficiency Panel,Chile,153
Sales and Distribution,Fungal Culture Identification,AccuProbe BLASTOMYCES DERMATITIDIS Culture Identification Test,Jamaica,154
Sales and Distribution,AMPLIFIED MTD,Gen-Probe Detection Reagent Kit,"Canada - Manitoba, Saskatchewan",155
Sales and Distribution,Aptima,APTIMA CT Assay,Singapore,156
Locations,Nucleon Plant Tissue,Nucleoplex Automated Plant DNA Kit,Gen-Probe Life Sciences Ltd.  UK,157
Sales and Distribution,Pace,Pace 2 GC PCA,Israel,158
Sales and Distribution,Bacterial Culture Identification,Gen-Probe Detection Reagent Kit,Angola,159
Sales and Distribution,APTIMA HCV Qualitative Kit,APTIMA HIV-1 and HCV Auto Detect Reagents,Mexico,160
Sales and Distribution,Pace,Pace 2 CT,Italy,161
Sales and Distribution,Streptococcus - Group B,AccuProbe GROUP B Streptococcus Culture Identification Test,Ireland,162
Sales and Distribution,Fungal Culture Identification,AccuProbe Culture Identification Reagent Kit,Malawi,163
Sales and Distribution,LIFECODES,DSA Donor Specific Antibody,Republica Muldova,164
Sales and Distribution,Fungal Culture Identification,Gen-Probe Detection Reagent Kit,Brazil,165
Sales and Distribution,Aptima,APTIMA GC Assay,Iceland,166
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Complex Culture Identification Test,Belarus,167
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Complex Culture Identification Test,Chile,168
Customer Service,Elucigene,Elucigene CF (Cystic Fibrosis) Products,Gen-Probe Wiesbaden,169
Sales and Distribution,Fungal Culture Identification,AccuProbe COCCIDIOIDES IMMITIS Culture Identification Test,Tuvalu,170
Sales and Distribution,LIFECODES,Gen-Probe Fluoroanalyzer,United Kingdom,171
Sales and Distribution,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 Proficiency Panel,Palau,172
Sales and Distribution,LEADER Systems,LEADER 450i,Saudi Arabia,173
Sales and Distribution,LIFECODES,KIR Genotyping,United Arab Emirates,174
Sales and Distribution,Streptococcus - Group B,AccuProbe Culture Identification Reagent Kit,Cyprus,175
Sales and Distribution,Prodesse,Prodesse ProFlu-ST,Spain,176
Sales and Distribution,APTIMA HCV Qualitative Kit,APTIMA HCV RNA Qualitative Assay,Belgium,177
Sales and Distribution,Pace,Pace 2 GC,Slovakia,178
Sales and Distribution,LIFECODES,DSA Donor Specific Antibody,Taiwan,179
Sales and Distribution,Bacterial Culture Identification,AccuProbe STREPTOCOCCUS PNEUMONIAE Culture Identification Test,Egypt,180
Sales and Distribution,Pace,Pace 2 GC,Nauru,181
Sales and Distribution,APTIMA HCV Qualitative Kit,APTIMA HIV-1 and HCV Auto Detect Reagents,Venezuela,182
Sales and Distribution,Aptima,APTIMA Unisex Swab Specimen Collection Kit for Endovervical and Male Urethral Swab Specimens,Georgia,183
Sales and Distribution,Pace,Pace 2 GC PCA,Botswana,184
Sales and Distribution,Fungal Culture Identification,AccuProbe BLASTOMYCES DERMATITIDIS Culture Identification Test,Kuwait,185
Sales and Distribution,DTS Systems,DTS 800 System,Turkmenistan,186
Sales and Distribution,Fungal Culture Identification,Gen-Probe Detection Reagent Kit,Kuwait,187
Sales and Distribution,Pace,Pace 2 CT PCA,France,188
Sales and Distribution,LEADER Systems,LEADER 50i,Slovenia,189
Sales and Distribution,LEADER Systems,LEADER 450i,Liechtenstein,190
Sales and Distribution,LEADER Systems,LEADER 50i,Vanuatu,191
Sales and Distribution,Pace,Pace 2 CT/GC,Madagascar,192
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM INTRACELLULARE Culture Identification Test,Iceland,193
Sales and Distribution,Streptococcus - GASDirect,Gen-Probe Detection Reagent Kit,Israel,194
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe Culture Identification Reagent Kit,Rwanda,195
Locations,Nucleon Automated DNA Kits,Nucleoplex BAC DNA Kit,Gen-Probe Life Sciences Ltd.  UK,196
Sales and Distribution,Mycobacterial Culture Identification,Gen-Probe Detection Reagent Kit,Luxembourg,197
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM GORDONAE Culture Identification Test,Luxembourg,198
Sales and Distribution,Fungal Culture Identification,AccuProbe COCCIDIOIDES IMMITIS Culture Identification Test,Angola,199
Sales and Distribution,APTIMA HCV Qualitative Kit,APTIMA HIV-1 and HCV Auto Detect Reagents,Bosnia & Herzegovina,200
Sales and Distribution,Pace,Pace 2 GC PCA,South Africa,201
Sales and Distribution,APTIMA HCV Qualitative Kit,APTIMA HCV RNA Qualitative Assay,Nigeria,202
Sales and Distribution,Elucigene,Elucigene FH20 (Familial Hypercholesterolaemia),India,203
Sales and Distribution,APTIMA HCV Qualitative Kit,APTIMA HIV-1 and HCV Auto Detect Reagents,Zambia,204
Sales and Distribution,Bacterial Culture Identification,Gen-Probe Detection Reagent Kit,Netherlands,205
Sales and Distribution,AMPLIFIED MTD,Gen-Probe Detection Reagent Kit,Fiji,206
Sales and Distribution,Bacterial Culture Identification,Gen-Probe Detection Reagent Kit,Greece,207
Sales and Distribution,Streptococcus - Group B,AccuProbe Culture Identification Reagent Kit,Luxembourg,208
Sales and Distribution,DTS Systems,DTS 400 System,Vatican City,209
Sales and Distribution,LIFECODES,HLA Typing,Kuwait,210
Customer Service,LIFECODES,HLA Typing,US & ROW,211
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM KANSASII Culture Identification Test,Japan,212
Sales and Distribution,Bacterial Culture Identification,AccuProbe STREPTOCOCCUS PNEUMONIAE Culture Identification Test,Nauru,213
Sales and Distribution,Fungal Culture Identification,AccuProbe BLASTOMYCES DERMATITIDIS Culture Identification Test,Kyrgyzstan,214
Sales and Distribution,Streptococcus - Group B,AccuProbe Culture Identification Reagent Kit,Rwanda,215
Sales and Distribution,Fungal Culture Identification,AccuProbe Culture Identification Reagent Kit,Vanuatu,216
Sales and Distribution,LIFECODES,RBC Genotyping,Oman,217
Sales and Distribution,Bacterial Culture Identification,Gen-Probe Detection Reagent Kit,India,218
Sales and Distribution,Streptococcus - Group B,Gen-Probe Detection Reagent Kit,Tunisia,219
Sales and Distribution,Streptococcus - Group B,Gen-Probe Detection Reagent Kit,Slovakia,220
Sales and Distribution,Aptima,APTIMA Vaginal Swab Specimen Collection Kit,Zimbabwe,221
Sales and Distribution,Aptima,APTIMA Vaginal Swab Specimen Collection Kit,Switzerland German Speaking,222
Sales and Distribution,Aptima,APTIMA CT Assay,Nauru,223
Sales and Distribution,Prodesse,Prodesse ProFlu-ST,Mexico,224
Sales and Distribution,Bacterial Culture Identification,Gen-Probe Detection Reagent Kit,Solomon Islands,225
Sales and Distribution,Pace,Pace 2 GC,Kuwait,226
Sales and Distribution,LEADER Systems,LEADER HC+,Ukraine,227
Sales and Distribution,Streptococcus - Group B,Gen-Probe Detection Reagent Kit,New Zealand,228
Sales and Distribution,Pace,Pace 2 CT PCA,Vatican City,229
Sales and Distribution,Pace,Pace 2 CT,Ecuador,230
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM GORDONAE Culture Identification Test,Italy,231
Sales and Distribution,Streptococcus - Group B,AccuProbe Culture Identification Reagent Kit,Ireland,232
Sales and Distribution,APTIMA HCV Qualitative Kit,APTIMA HCV Proficiency Panel,Spain,233
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM KANSASII Culture Identification Test,Slovenia,234
Sales and Distribution,LIFECODES,LSA Single Antigen,Germany,235
Sales and Distribution,DTS Systems,DTS 800 System,Vanuatu,236
Sales and Distribution,LEADER Systems,LEADER 450i,Korea - South,237
Sales and Distribution,Fungal Culture Identification,AccuProbe Culture Identification Reagent Kit,Marshall Islands,238
Sales and Distribution,DTS Systems,DTS 400 System,Swaziland,239
Sales and Distribution,Streptococcus - Group B,AccuProbe GROUP B Streptococcus Culture Identification Test,Rwanda,240
Customer Service,Nucleon Hard & Soft Tissue,Non-Chloroform Mousetail Kit - Large/Small,Gen-Probe Life Sciences Ltd.  UK,241
Sales and Distribution,Aptima HPV,APTIMA HPV Assay,China,242
Sales and Distribution,Bacterial Culture Identification,AccuProbe STREPTOCOCCUS PNEUMONIAE Culture Identification Test,Singapore,243
Sales and Distribution,LIFECODES,KIR Genotyping,Algeria,244
Sales and Distribution,APTIMA HCV Qualitative Kit,APTIMA HIV-1 and HCV Auto Detect Reagents,Korea - South,245
Sales and Distribution,Aptima,APTIMA CT Assay,Uganda,246
Sales and Distribution,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,Andorra,247
Sales and Distribution,Aptima,APTIMA Specimen Transfer Kit for use with Liquid Pap Specimens,Switzerland German Speaking,248
Sales and Distribution,Prodesse,Prodesse ProAdeno+,Greece,249
Locations,Culture Identification - Mycobacterial,Gen-Probe Detection Reagent Kit,Gen-Probe Incorporated,250
Sales and Distribution,LEADER Systems,LEADER 450i,Kiribati,251
Sales and Distribution,Aptima,APTIMA GC Assay,Montenegro,252
Sales and Distribution,LIFECODES,RBC Genotyping,Mexico,253
Sales and Distribution,Aptima,APTIMA Auto Detect Reagents,China,254
Sales and Distribution,AMPLIFIED MTD,Gen-Probe Detection Reagent Kit,Mexico,255
Sales and Distribution,Bacterial Culture Identification,AccuProbe HAEMOPHILUS INFLUENZAE Culture Identification Test,Jamaica,256
Sales and Distribution,Pace,Pace 2 GC,Kazakhstan,257
Sales and Distribution,Bacterial Culture Identification,AccuProbe NEISSERIA GONORRHOEAE Culture Identification Test,Chile,258
Sales and Distribution,Elucigene,Elucigene QST*R,Lithuania,259
Sales and Distribution,Bacterial Culture Identification,AccuProbe GROUP B STREPTOCOCCUS Culture Identification Test,Jordan,260
Sales and Distribution,AMPLIFIED MTD,Gen-Probe Detection Reagent Kit,Pakistan,261
Sales and Distribution,Prodesse,Prodesse ProParaflu+,Korea - South,262
Sales and Distribution,Pace,Pace 2 GC,Mozambique,263
Sales and Distribution,Aptima,APTIMA COMBO 2 Assay,Korea - South,264
Sales and Distribution,Streptococcus - GASDirect,Gen-Probe Detection Reagent Kit,Vietnam,265
Sales and Distribution,Streptococcus - Group B,Gen-Probe Detection Reagent Kit,Saudi Arabia,266
Sales and Distribution,AMPLIFIED MTD,Gen-Probe Detection Reagent Kit,Armenia,267
Sales and Distribution,Bacterial Culture Identification,AccuProbe HAEMOPHILUS INFLUENZAE Culture Identification Test,Ireland,268
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM GORDONAE Culture Identification Test,San Marino,269
Sales and Distribution,Bacterial Culture Identification,AccuProbe STAPHYLOCOCCUS AUREUS Culture Identification Test,Dominican Republic,270
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe Culture Identification Reagent Kit,Mexico,271
Sales and Distribution,Aptima,APTIMA Auto Detect Reagents,Hungary,272
Sales and Distribution,Aptima,APTIMA Vaginal Swab Specimen Collection Kit,Belarus,273
Sales and Distribution,Pace,Pace 2 CT/GC,"Canada - Alberta, British Columbia",274
Technical Support,LIFECODES,RBC Genotyping,US & ROW,275
Sales and Distribution,Diaclone,Diaclone Elispot,Romania,276
Sales and Distribution,DTS Systems,DTS 800 System,Ireland,277
Sales and Distribution,Bacterial Culture Identification,AccuProbe STAPHYLOCOCCUS AUREUS Culture Identification Test,"Canada - Alberta, British Columbia",278
Sales and Distribution,Bacterial Culture Identification,AccuProbe LISTERIA MONOCYTOGENES Culture Identification Test,Kuwait,279
Sales and Distribution,TIGRIS,TIGRIS DTS System,Denmark,280
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Culture Identification Test,Czech Republic,281
Sales and Distribution,Aptima,APTIMA COMBO 2 Assay,Uzbekistan,282
Sales and Distribution,LEADER Systems,LEADER 450i,Greece,283
Sales and Distribution,Streptococcus - GASDirect,Gen-Probe Detection Reagent Kit,Liechtenstein,284
Sales and Distribution,Fungal Culture Identification,AccuProbe BLASTOMYCES DERMATITIDIS Culture Identification Test,Japan,285
Sales and Distribution,Prodesse,Prodesse ProFlu+,South Africa,286
Sales and Distribution,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM TUBERCULOSIS Complex Culture Identification Test,Thailand,287
Sales and Distribution,TIGRIS,TIGRIS DTS System,Japan,288
Sales and Distribution,Prodesse,Prodesse ProAdeno+,Bosnia & Herzegovina,289
Sales and Distribution,Fungal Culture Identification,AccuProbe Culture Identification Reagent Kit,Ireland,290
Sales and Distribution,Fungal Culture Identification,AccuProbe BLASTOMYCES DERMATITIDIS Culture Identification Test,Russian Federation,291
Sales and Distribution,LIFECODES,KIR Genotyping,Jordan,292
Sales and Distribution,Streptococcus - Group B,AccuProbe GROUP B Streptococcus Culture Identification Test,Chile,293
Sales and Distribution,Streptococcus - GASDirect,GASDirect Test,Lithuania,294
